22.0,17.0,6.0,4.0,0.0,49.2,12.3,5.6,2.4,16.0,14.0,5.0,3.0,2.0,52.9,11.7,7.0,2.3,4
16.0,12.0,6.0,3.0,1.0,50.8,11.9,5.7,2.4,24.0,5.0,8.0,2.0,0.0,60.0,13.6,6.9,1.8,4
20.0,11.0,7.0,2.0,1.0,49.4,12.1,5.4,2.4,20.0,10.0,5.0,4.0,1.0,50.0,16.7,4.2,2.5,4
22.0,10.0,8.0,1.0,1.0,49.7,11.6,4.9,2.3,26.0,6.0,8.0,1.0,1.0,57.4,10.7,6.1,1.8,4
22.0,11.0,8.0,1.0,1.0,47.6,11.1,4.7,2.1,6.0,15.0,2.0,4.0,4.0,49.5,12.5,4.0,1.7,3
22.0,11.0,8.0,1.0,1.0,47.5,11.2,4.7,1.9,16.0,19.0,3.0,5.0,2.0,47.9,13.5,5.4,1.5,4
26.0,12.0,8.0,1.0,1.0,48.2,10.7,4.5,2.2,23.0,14.0,6.0,3.0,1.0,56.3,12.4,5.3,1.8,3
27.0,12.0,8.0,1.0,1.0,48.8,11.6,4.4,2.0,8.0,12.0,4.0,4.0,2.0,45.7,13.6,3.0,1.6,3
31.0,12.0,9.0,1.0,0.0,49.0,10.9,3.8,2.5,23.0,5.0,9.0,1.0,0.0,60.0,9.4,6.8,2.0,3
30.0,13.0,8.0,2.0,0.0,48.1,11.6,3.9,2.6,16.0,13.0,4.0,4.0,2.0,51.9,17.3,5.1,1.9,2
27.0,13.0,7.0,2.0,1.0,49.6,11.7,4.2,2.5,25.0,15.0,7.0,3.0,0.0,53.9,10.0,4.6,1.9,3
26.0,12.0,7.0,2.0,1.0,49.0,11.7,4.7,2.7,11.0,12.0,2.0,2.0,6.0,53.5,13.4,4.8,1.5,4
27.0,12.0,7.0,2.0,1.0,50.5,11.5,5.9,3.4,13.0,12.0,4.0,3.0,3.0,54.1,14.2,5.4,1.2,4
26.0,13.0,6.0,2.0,2.0,51.1,11.2,6.9,3.1,15.0,10.0,4.0,2.0,4.0,53.7,13.3,6.1,2.1,1
24.0,13.0,6.0,2.0,2.0,49.7,11.1,6.7,3.0,17.0,9.0,5.0,2.0,3.0,53.2,12.4,8.3,1.8,0
26.0,12.0,6.0,1.0,3.0,49.4,10.3,6.4,2.1,24.0,9.0,6.0,2.0,2.0,46.2,13.1,4.2,1.5,3
28.0,11.0,7.0,1.0,2.0,48.6,9.6,6.1,2.0,12.0,12.0,4.0,3.0,3.0,55.8,12.7,7.4,2.1,3
27.0,12.0,6.0,2.0,2.0,48.7,9.7,5.8,1.9,13.0,11.0,5.0,2.0,3.0,55.0,12.7,7.7,1.9,0
26.0,9.0,6.0,1.0,3.0,48.2,9.9,5.3,1.5,4.0,7.0,4.0,4.0,2.0,48.5,14.4,4.9,1.6,3
23.0,10.0,5.0,2.0,3.0,48.5,9.5,5.5,1.5,17.0,6.0,8.0,1.0,1.0,58.7,9.0,5.9,2.8,4
17.0,12.0,4.0,4.0,2.0,47.5,9.7,5.1,1.8,10.0,21.0,2.0,7.0,1.0,40.2,13.5,3.8,2.0,2
23.0,13.0,5.0,4.0,1.0,49.2,9.7,5.5,2.2,6.0,17.0,2.0,5.0,3.0,45.9,13.5,4.8,1.9,3
21.0,11.0,5.0,4.0,1.0,50.4,9.6,5.1,2.1,22.0,3.0,9.0,0.0,1.0,55.0,12.6,4.2,2.2,1
18.0,13.0,4.0,4.0,2.0,51.9,11.3,5.5,2.5,11.0,15.0,3.0,7.0,0.0,45.3,12.4,4.0,1.5,2
18.0,12.0,4.0,3.0,3.0,52.1,11.3,5.2,2.8,10.0,22.0,3.0,7.0,0.0,47.9,10.7,4.9,2.9,4
27.0,11.0,6.0,1.0,3.0,53.9,11.7,4.9,3.5,4.0,16.0,1.0,8.0,1.0,47.4,14.4,4.2,1.7,3
23.0,15.0,5.0,2.0,3.0,53.3,10.9,4.3,3.5,16.0,13.0,5.0,4.0,1.0,53.8,10.4,7.3,1.8,0
20.0,15.0,4.0,2.0,4.0,52.2,11.3,5.0,4.1,13.0,5.0,7.0,1.0,2.0,48.3,14.4,5.2,1.3,4
24.0,17.0,5.0,1.0,4.0,54.1,10.7,5.4,4.2,9.0,17.0,4.0,5.0,1.0,54.4,10.6,6.3,1.3,4
26.0,15.0,6.0,1.0,3.0,53.9,10.1,5.7,4.7,13.0,12.0,3.0,5.0,2.0,49.1,14.9,4.2,1.6,1
25.0,13.0,7.0,1.0,2.0,52.7,10.6,5.9,4.4,18.0,7.0,6.0,2.0,2.0,55.4,15.4,6.6,2.1,2
25.0,15.0,6.0,1.0,3.0,52.0,11.2,6.2,4.0,21.0,7.0,5.0,3.0,2.0,57.9,8.5,8.5,2.9,4
21.0,13.0,5.0,2.0,3.0,49.62,11.3,7.1,3.7,19.0,14.0,4.0,4.0,2.0,54.3,9.0,5.6,1.0,2
20.0,11.0,5.0,2.0,3.0,49.5,11.4,6.9,3.3,15.0,17.0,2.0,4.0,4.0,55.89,8.8,4.9,2.1,1
20.0,12.0,5.0,3.0,2.0,50.0,11.0,6.6,2.8,18.0,16.0,6.0,3.0,1.0,54.62,8.4,6.5,2.6,3
17.0,11.0,4.0,4.0,2.0,47.62,10.8,6.2,3.1,22.0,9.0,7.0,1.0,2.0,53.8,11.2,6.2,1.5,2
